sr_no,gender,category,grade_10,grade_12,graduation_score,graduation_type,admission_test_score,work_exp_months,shortlist_uni_1,admit_uni_1,shortlist_uni_2,admit_uni_2,shortlist_uni_3,admit_uni_3,shortlist_uni_4,admit_uni_4,shortlist_uni_5,admit_uni_5,shortlist_uni_6,admit_uni_6
1960,Male,NC_OBC,90.4,78.2,80.0,Engineer,96,26,0,0,0,0,0,0,0,0,0,0,0,0
1961,Male,General,95.0,93.0,94.0,Engineer,98.08,33,0,0,0,0,0,0,0,0,0,0,1,0
1962,Male,NC_OBC,92.2,97.2,73.1,Engineer,91.15,23,0,0,0,0,0,0,0,0,0,0,0,0
1963,Male,NC_OBC,93.0,86.0,71.5,Engineer,98.15,12,0,0,0,0,0,0,0,0,0,0,0,0
1964,Female,General,95.0,95.4,90.5,Engineer,96.6,7,0,0,0,0,0,0,1,1,0,0,1,1
1965,Male,EWS,91.2,87.5,74.4,Engineer,97.71,5,0,0,1,0,0,0,1,0,1,0,1,1
1966,Male,NC_OBC,92.0,92.7,83.0,Engineer,98.9,28,1,1,1,1,1,1,1,1,1,0,1,1
1967,Male,General,95.0,93.8,78.5,Engineer,94.11,28,0,0,0,0,0,0,0,0,0,0,0,0
1968,Male,General,89.0,94.0,83.0,Engineer,99.1,7,0,0,0,0,0,0,0,0,0,0,0,0
1969,Male,EWS,81.5,70.4,59.1,Engineer,89.41,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Male,General,89.3,88.2,69.0,Engineer,99.77,24,0,0,0,0,1,0,0,0,1,0,0,0
1971,Male,NC_OBC,97.0,94.3,82.4,Engineer,85.84,18,0,0,0,0,0,0,0,0,0,0,0,0
1972,Female,General,95.0,80.0,75.0,Non-Engineer,95.27,0,0,0,0,0,0,0,1,0,1,0,1,0
1973,Male,General,79.8,72.8,67.9,Engineer,94.96,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Male,SC,85.5,90.6,78.0,Non-Engineer,88.22,0,0,0,0,0,0,0,0,0,1,1,1,0
1975,Female,General,93.3,90.2,78.0,Non-Engineer,93,13,0,0,0,0,0,0,0,0,0,0,0,0
1976,Male,General,95.0,93.4,81.8,Engineer,99.79,40,1,0,1,1,0,0,0,0,1,0,1,0
1977,Male,NC_OBC,92.3,86.8,76.2,Engineer,83.15,23,0,0,0,0,0,0,0,0,0,0,0,0
1978,Male,SC,91.0,77.7,78.1,Non-Engineer,80.53,0,0,0,0,0,0,0,1,0,1,0,1,0
1979,Male,General,98.2,83.1,76.1,Engineer,96.21,35,0,0,0,0,0,0,0,0,0,0,0,0
1980,Male,EWS,85.1,81.1,70.5,Engineer,79.63,14,0,0,0,0,0,0,0,0,0,0,0,0
1981,Male,NC_OBC,87.4,84.9,78.7,Engineer,89.4,14,0,0,0,0,0,0,0,0,0,0,0,0
1982,Male,General,93.1,94.0,74.1,Non-Engineer,94.41,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Male,NC_OBC,88.0,85.9,74.0,Engineer,99.9,36,1,1,1,0,1,1,0,0,0,0,0,0
1984,Male,General,91.8,82.0,70.0,Engineer,98.52,21,0,0,0,0,0,0,0,0,0,0,0,0
1985,Male,NC_OBC,95.0,95.3,92.8,Engineer,98.27,10,1,1,1,1,0,0,1,1,1,1,1,1
1986,Male,SC,87.0,82.8,76.5,Engineer,89.3,11,0,0,0,0,0,0,0,0,0,0,1,0
1987,Female,General,92.4,73.4,81.5,Engineer,97.71,22,0,0,0,0,0,0,0,0,0,0,0,0
1988,Male,NC_OBC,71.8,66.6,70.0,Non-Engineer,83.85,0,1,0,1,0,0,0,0,0,0,0,1,0
1989,Male,SC,88.4,74.8,65.9,Engineer,88.02,0,0,0,0,0,0,0,1,0,0,0,0,0
1990,Male,NC_OBC,89.8,81.4,89.4,Engineer,95.92,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Female,NC_OBC,93.0,85.7,76.8,Non-Engineer,82.26,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Male,NC_OBC,91.8,73.6,74.1,Engineer,97.45,0,0,0,0,0,0,0,1,1,0,0,1,1
1993,Male,NC_OBC,84.0,62.6,79.1,Non-Engineer,83.59,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Female,NC_OBC,77.5,65.6,81.0,Non-Engineer,92,0,0,0,0,0,0,0,0,0,0,0,1,0
1995,Male,EWS,95.0,72.2,69.4,Non-Engineer,86.52,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Female,NC_OBC,93.0,75.2,77.1,Non-Engineer,85.15,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Male,General,95.0,63.2,74.0,Non-Engineer,91.97,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Male,General,95.0,80.4,62.8,Non-Engineer,79.63,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Male,General,95.0,95.0,85.8,Engineer,96.04,40,0,0,0,0,0,0,0,0,1,1,1,1
2000,Male,General,95.0,90.6,70.6,Engineer,97.57,19,0,0,0,0,0,0,0,0,0,0,0,0
2001,Female,General,95.0,92.6,91.0,Engineer,98.05,12,0,0,0,0,0,0,1,0,1,0,0,0
2002,Male,NC_OBC,93.0,78.2,67.5,Non-Engineer,90.57,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,Female,NC_OBC,85.5,72.4,76.0,Non-Engineer,77.01,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Male,SC,89.2,73.4,66.3,Non-Engineer,70.59,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,Female,NC_OBC,95.0,89.0,71.0,Non-Engineer,89.18,0,0,0,0,0,0,0,1,0,1,1,0,0
2006,Male,EWS,82.3,79.0,57.5,Non-Engineer,78.31,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Female,General,95.6,94.0,83.1,Non-Engineer,96.82,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Male,NC_OBC,83.9,78.0,67.0,Non-Engineer,84.19,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Male,ST,70.0,63.0,63.0,Non-Engineer,83,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Male,SC,93.4,78.8,79.7,Engineer,80.93,20,0,0,0,0,0,0,0,0,0,0,0,0
2011,Male,NC_OBC,95.0,81.0,78.9,Engineer,99.38,0,0,0,1,0,1,0,1,0,1,0,0,0
2012,Male,General,73.7,61.7,72.2,Non-Engineer,87.5,8,0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,General,95.0,75.2,62.9,Non-Engineer,92.74,0,1,0,1,0,1,1,1,0,1,1,1,0
2014,Male,General,85.5,90.2,78.0,Non-Engineer,96.7,0,0,0,0,0,0,0,0,0,1,1,0,0
2015,Female,EWS,93.1,83.4,73.0,Non-Engineer,60.43,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Male,SC,88.6,78.6,69.1,Engineer,83.77,0,0,0,1,0,0,0,0,0,1,0,1,0
2017,Male,NC_OBC,92.0,79.0,70.0,Non-Engineer,95.55,0,0,0,0,0,0,0,0,0,1,0,1,0
2018,Female,General,90.2,86.8,77.9,Non-Engineer,95.83,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Male,NC_OBC,95.0,79.0,71.0,Engineer,93.77,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Female,SC,89.0,76.0,56.0,Non-Engineer,64.86,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Male,NC_OBC,93.1,71.2,75.6,Engineer,90.95,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Male,General,89.0,71.4,70.0,Engineer,94.47,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Male,General,88.0,74.5,71.6,Non-Engineer,70.62,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Male,General,87.4,65.0,65.0,Non-Engineer,95.05,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,Female,General,94.8,93.0,81.4,Non-Engineer,90.4,0,0,0,0,0,0,0,1,0,0,0,0,0
2026,Female,NC_OBC,95.0,92.4,65.8,Engineer,94.62,0,1,1,0,0,1,1,1,1,1,1,1,0
2027,Male,NC_OBC,92.0,94.6,78.6,Engineer,95.42,0,0,0,1,0,0,0,1,1,1,1,1,1
2028,Male,General,95.0,87.0,76.0,Non-Engineer,96.93,0,0,0,0,0,0,0,0,0,1,0,0,0
2029,Female,NC_OBC,80.0,88.8,75.0,Non-Engineer,82.97,0,0,0,0,0,0,0,1,1,1,0,0,0
2030,Male,General,95.0,95.6,85.4,Engineer,99.12,20,1,1,1,0,0,0,0,0,1,0,0,0
2031,Female,General,96.7,93.5,81.0,Non-Engineer,94.35,9,1,0,0,0,0,0,0,0,0,0,0,0
2032,Male,General,94.7,88.5,86.5,Engineer,96.66,13,0,0,0,0,0,0,1,1,0,0,0,0
2033,Female,General,95.0,87.6,87.9,Engineer,94.24,28,0,0,0,0,0,0,0,0,1,0,0,0
2034,Female,General,94.7,98.4,93.0,Non-Engineer,97.75,0,1,1,0,0,0,0,1,0,1,0,0,0
2035,Male,General,87.4,89.2,75.3,Non-Engineer,99.42,0,0,0,0,0,0,0,0,0,1,1,0,0
2036,Female,General,81.7,86.0,75.9,Non-Engineer,93.94,21,0,0,0,0,0,0,0,0,0,0,1,1
2037,Male,General,88.2,85.2,81.5,Non-Engineer,94.67,10,0,0,0,0,0,0,0,0,0,0,0,0
2038,Male,General,95.0,84.0,77.9,Non-Engineer,92.68,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,Male,General,87.7,87.4,72.0,Engineer,99.52,30,0,0,0,0,0,0,0,0,0,0,1,1
2040,Male,General,95.0,84.6,87.5,Non-Engineer,92.8,0,1,1,0,0,0,0,0,0,0,0,0,0
2041,Male,General,92.8,91.4,74.9,Engineer,97.03,12,0,0,0,0,0,0,0,0,0,0,0,0
2042,Female,General,96.2,91.5,89.5,Non-Engineer,97.52,0,0,0,0,0,0,0,1,1,1,0,0,0
2043,Male,General,95.0,87.0,86.1,Non-Engineer,98.12,0,0,0,0,0,0,0,0,0,1,0,0,0
2044,Male,General,95.0,88.9,90.8,Engineer,99.51,11,0,0,0,0,0,0,1,0,0,0,0,0
2045,Male,General,95.0,93.0,92.3,Non-Engineer,94.01,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,Male,General,86.8,89.1,90.3,Non-Engineer,99.39,0,1,1,0,0,0,0,0,0,1,0,1,1
2047,Female,General,94.6,92.8,77.8,Non-Engineer,98.07,12,1,1,0,0,0,0,0,0,1,0,1,1
2048,Male,General,92.0,90.3,80.7,Non-Engineer,98.78,10,0,0,0,0,0,0,1,0,1,1,1,1
2049,Male,General,77.0,81.0,71.0,Engineer,93.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,Female,General,94.0,95.2,88.2,Engineer,98.28,0,0,0,1,0,0,0,1,0,1,1,0,0
2051,Female,General,95.0,92.0,84.1,Non-Engineer,96.66,0,0,0,1,0,0,0,0,0,1,0,0,0
2052,Male,General,95.0,94.4,83.6,Engineer,98.49,0,0,0,0,0,0,0,1,0,0,0,0,0
2053,Female,General,84.0,85.5,63.7,Non-Engineer,87.49,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,Male,General,78.1,69.7,59.0,Non-Engineer,95.33,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,Male,General,95.0,93.6,84.0,Non-Engineer,91.07,3,1,1,0,0,0,0,0,0,0,0,0,0
2056,Female,General,87.4,80.2,77.8,Non-Engineer,90.17,7,0,0,0,0,0,0,0,0,0,0,0,0
2057,Female,General,94.1,76.3,85.0,Non-Engineer,99.24,2,0,0,0,0,0,0,1,1,1,1,0,0
2058,Female,General,96.3,90.9,87.8,Engineer,97.03,0,0,0,0,0,0,0,0,0,1,0,0,0
2059,Female,General,84.2,89.4,81.6,Non-Engineer,86.58,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,Female,General,95.0,94.8,59.8,Non-Engineer,93.22,9,0,0,0,0,0,0,1,1,0,0,0,0
2061,Female,General,92.6,88.5,80.9,Non-Engineer,91.46,0,0,0,0,0,0,0,1,0,1,0,1,1
2062,Male,SC,81.2,58.6,71.0,Non-Engineer,73.27,0,0,0,0,0,0,0,0,0,1,0,0,0
2063,Female,General,95.0,80.0,86.0,Non-Engineer,94.58,38,0,0,0,0,0,0,0,0,1,1,0,0
2064,Female,General,95.0,94.6,66.7,Engineer,98.24,8,0,0,0,0,0,0,1,1,1,0,0,0
2065,Male,NC_OBC,95.0,92.0,86.5,Engineer,76.04,23,0,0,0,0,0,0,0,0,0,0,0,0
2066,Male,General,93.8,88.6,69.1,Engineer,93.43,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,Male,General,94.5,84.8,84.1,Engineer,97.52,24,0,0,0,0,0,0,0,0,0,0,1,1
2068,Female,General,93.0,86.9,81.3,Engineer,86.45,14,0,0,0,0,0,0,0,0,0,0,0,0
2069,Male,General,95.0,94.0,75.0,Non-Engineer,94.82,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,Female,General,93.1,77.1,82.1,Engineer,99.17,24,0,0,0,0,0,0,0,0,1,0,0,0
2071,Male,General,95.9,96.0,81.4,Engineer,99.22,0,0,0,1,1,0,0,1,1,0,0,1,1
2072,Male,General,95.0,87.7,77.0,Non-Engineer,99.97,0,1,0,1,1,1,0,1,0,1,1,1,1
2073,Female,General,90.7,78.5,73.4,Engineer,98.32,7,0,0,0,0,0,0,0,0,1,0,0,0
2074,Male,General,87.1,75.0,58.2,Engineer,92.9,54,0,0,0,0,0,0,0,0,0,0,0,0
2075,Female,General,89.3,91.8,85.0,Non-Engineer,94.01,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,Male,General,85.6,90.4,58.0,Non-Engineer,99.05,0,1,0,0,0,0,0,0,0,0,0,0,0
2077,Male,General,85.3,89.4,73.7,Engineer,90.57,6,0,0,0,0,0,0,0,0,0,0,0,0
2078,Male,General,93.0,76.0,72.0,Engineer,96.73,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,Male,NC_OBC,95.0,83.4,73.2,Engineer,87.81,8,0,0,0,0,0,0,0,0,0,0,0,0
2080,Male,General,95.0,94.8,76.6,Non-Engineer,97.02,12,1,0,0,0,0,0,0,0,1,0,1,1
2081,Male,General,83.7,77.7,77.0,Non-Engineer,89.36,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,Male,General,86.2,86.9,66.3,Non-Engineer,96.39,15,0,0,0,0,0,0,0,0,0,0,0,0
2083,Male,General,93.3,88.5,93.3,Engineer,98.82,6,0,0,1,0,0,0,1,1,0,0,0,0
2084,Female,General,91.2,91.1,90.5,Non-Engineer,88.01,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,Male,General,90.0,83.2,52.0,Engineer,99.74,0,0,0,0,0,1,1,0,0,0,0,0,0
2086,Female,SC,99.1,86.9,80.6,Engineer,66.08,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,Male,General,93.3,71.7,68.2,Engineer,91.49,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,Female,NC_OBC,88.6,81.5,68.5,Engineer,92.34,17,0,0,0,0,0,0,0,0,1,0,0,0
2089,Male,General,86.6,83.7,67.2,Engineer,98.84,16,0,0,0,0,0,0,0,0,0,0,0,0
2090,Male,SC,89.5,79.4,65.2,Engineer,95.86,14,0,0,1,0,1,0,1,1,1,0,1,0
2091,Female,General,92.3,91.0,78.3,Engineer,80.34,14,0,0,0,0,0,0,0,0,0,0,0,0
2092,Male,General,93.5,86.9,78.4,Engineer,99.63,29,0,0,0,0,0,0,0,0,0,0,1,0
2093,Male,General,96.8,91.2,83.0,Engineer,99.53,0,0,0,0,0,0,0,1,1,0,0,0,0
2094,Male,General,93.4,95.6,86.1,Engineer,99.54,0,0,0,1,0,0,0,1,0,0,0,1,0
2095,Female,General,96.0,88.3,86.8,Engineer,99.15,0,0,0,1,0,1,0,1,0,1,1,1,0
2096,Male,General,93.6,91.5,75.0,Non-Engineer,94.84,0,0,0,0,0,0,0,0,0,1,1,0,0
2097,Female,General,93.0,94.2,74.9,Engineer,97.15,17,0,0,0,0,0,0,1,0,1,1,0,0
2098,Male,General,89.0,89.1,85.0,Engineer,98.53,0,0,0,1,0,0,0,1,0,0,0,1,0
2099,Female,General,96.7,91.1,70.0,Non-Engineer,99.08,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,Male,General,94.4,77.2,71.9,Engineer,93.96,12,0,0,0,0,0,0,0,0,0,0,0,0
2101,Female,General,92.0,74.6,75.8,Non-Engineer,97.99,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,Female,NC_OBC,95.5,70.6,76.4,Engineer,84.79,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,Male,General,89.9,75.4,65.4,Engineer,99.45,30,0,0,0,0,0,0,0,0,0,0,1,0
2104,Male,General,95.6,81.7,85.9,Engineer,98.78,16,0,0,0,0,0,0,0,0,0,0,0,0
2105,Female,General,92.0,83.9,82.0,Non-Engineer,89.42,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,Male,General,89.3,89.7,92.0,Engineer,99.88,0,1,0,1,0,1,1,1,0,1,0,1,0
2107,Male,General,93.7,96.3,84.7,Non-Engineer,96.57,0,0,0,0,0,0,0,1,1,1,0,0,0
2108,Female,General,94.5,87.5,92.6,Non-Engineer,92.16,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,Male,SC,76.3,79.2,62.8,Non-Engineer,67.12,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,Male,General,92.3,69.9,83.4,Non-Engineer,94.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,Female,General,85.4,84.5,79.4,Non-Engineer,84.86,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,Male,General,90.4,79.2,67.5,Engineer,96.23,21,0,0,0,0,0,0,0,0,0,0,0,0
2113,Male,NC_OBC,89.4,77.7,75.3,Engineer,97.11,6,0,0,0,0,0,0,0,0,0,0,0,0
2114,Male,General,75.0,62.0,65.0,Engineer,69.92,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,Male,General,94.6,92.8,98.5,Engineer,99.44,2,0,0,1,0,0,0,1,1,0,0,0,0
2116,Male,EWS,93.6,81.1,64.8,Engineer,93.47,18,0,0,0,0,0,0,0,0,0,0,0,0
2117,Male,General,93.3,78.6,71.9,Engineer,98.05,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,Female,General,96.0,93.0,85.0,Engineer,94.92,5,0,0,0,0,0,0,1,0,1,0,1,0
2119,Female,NC_OBC,86.3,92.6,89.9,Non-Engineer,90.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,Male,General,88.0,67.0,61.0,Engineer,93.89,21,0,0,0,0,0,0,0,0,0,0,0,0
2121,Male,General,92.0,88.5,74.5,Non-Engineer,94.19,1,0,0,0,0,0,0,0,0,0,0,0,0
2122,Male,General,94.8,95.4,86.3,Engineer,99.36,0,0,0,0,0,0,0,1,0,0,0,1,0
2123,Male,NC_OBC,81.8,59.2,59.0,Engineer,86.3,5,0,0,0,0,0,0,0,0,0,0,0,0
2124,Male,SC,92.0,82.0,72.5,Non-Engineer,82.26,0,0,0,0,0,0,0,1,0,1,0,0,0
2125,Male,General,90.4,82.9,73.7,Non-Engineer,93.04,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,Male,General,88.0,89.4,75.0,Non-Engineer,99.46,0,1,0,0,0,0,0,0,0,1,1,1,0
2127,Male,General,92.7,74.5,59.9,Engineer,94.14,27,0,0,0,0,0,0,0,0,0,0,0,0
2128,Female,General,95.0,96.0,82.3,Engineer,94.9,0,0,0,0,0,0,0,1,0,0,0,0,0
2129,Male,SC,84.5,71.4,77.0,Non-Engineer,89.42,0,0,0,0,0,0,0,0,0,1,1,1,0
2130,Male,General,93.8,92.0,60.0,Non-Engineer,97.49,0,0,0,1,0,0,0,0,0,0,0,1,0
2131,Male,General,96.0,93.0,85.0,Non-Engineer,95.48,25,0,0,0,0,0,0,1,1,1,1,1,1
2132,Male,General,91.3,89.7,78.2,Engineer,94.67,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,Male,EWS,84.0,88.0,77.0,Engineer,99.7,30,1,0,1,0,1,1,1,0,1,0,1,1
2134,Male,General,79.8,95.6,85.0,Non-Engineer,97.84,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,Male,General,89.5,82.2,71.6,Engineer,88.85,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,Male,ST,88.8,64.3,59.6,Non-Engineer,71.01,30,0,0,0,0,0,0,0,0,0,0,0,0
2137,Female,General,91.5,88.6,72.6,Non-Engineer,91.03,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,Female,General,96.3,94.6,82.0,Engineer,91.98,0,0,0,0,0,0,0,1,0,0,0,0,0
2139,Female,General,92.2,90.0,79.6,Engineer,92.95,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,Male,General,97.2,94.5,98.5,Engineer,96.39,0,0,0,0,0,0,0,1,0,0,0,0,0
2141,Female,General,89.5,87.2,80.8,Non-Engineer,94.49,36,0,0,0,0,0,0,0,0,1,0,1,0
2142,Male,General,88.0,85.0,76.0,Non-Engineer,95.01,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,Male,General,99.0,93.4,71.0,Engineer,99.93,21,1,0,0,0,1,1,0,0,0,0,1,1
2144,Male,General,89.3,93.8,83.0,Non-Engineer,93.77,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,Male,General,91.8,92.2,81.8,Non-Engineer,92.35,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,Female,General,87.0,79.0,72.0,Non-Engineer,97.06,0,0,0,0,0,0,0,1,1,1,1,0,0
2147,Female,General,78.3,88.6,82.4,Non-Engineer,93.24,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,Male,General,95.0,95.4,68.2,Engineer,97.78,15,0,0,0,0,0,0,0,0,0,0,0,0
2149,Male,NC_OBC,95.0,92.9,68.5,Non-Engineer,98.18,0,1,0,0,0,1,1,1,0,1,0,1,0
2150,Male,General,93.8,91.9,83.4,Non-Engineer,99.98,40,1,1,1,1,1,1,1,0,1,1,1,1
2151,Female,General,97.0,82.8,87.0,Non-Engineer,99.58,0,1,0,1,0,1,0,1,0,1,0,0,0
2152,Female,General,96.0,92.4,80.1,Non-Engineer,99.84,0,1,0,1,0,1,0,1,1,1,1,1,0
2153,Male,General,88.7,89.9,82.0,Non-Engineer,97.99,0,0,0,0,0,0,0,1,0,0,0,0,0
2154,Female,General,93.5,92.5,77.8,Engineer,96.24,24,0,0,0,0,0,0,0,0,0,0,0,0
2155,Male,NC_OBC,94.0,88.8,84.6,Engineer,95.2,0,0,0,0,0,1,0,1,1,0,0,1,1
2156,Male,General,93.5,77.6,74.5,Engineer,94.07,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,Male,General,90.8,65.7,65.9,Non-Engineer,76.65,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,Female,General,94.2,92.5,82.9,Engineer,96.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,Male,General,77.0,72.0,75.0,Non-Engineer,95.43,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,Male,EWS,95.0,91.0,68.2,Engineer,93.23,60,0,0,1,0,0,0,0,0,0,0,1,0
2161,Female,General,96.2,95.8,78.3,Non-Engineer,97.87,36,0,0,0,0,0,0,1,0,1,1,1,0
2162,Male,SC,82.4,68.0,69.8,Engineer,74.46,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,Male,NC_OBC,87.0,71.5,76.1,Non-Engineer,88.67,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,Female,SC,75.4,62.0,75.0,Non-Engineer,66.48,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,Male,SC,95.0,89.2,75.7,Engineer,89.8,28,0,0,1,0,1,0,1,0,1,0,1,0
2166,Male,General,85.5,72.6,81.8,Non-Engineer,83.15,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,Female,SC,95.0,85.8,86.1,Engineer,90.16,0,0,0,1,0,1,0,1,0,1,1,1,0
2168,Male,General,87.8,84.3,80.0,Non-Engineer,92.26,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,Female,General,95.0,94.3,88.6,Engineer,91.96,18,0,0,1,1,0,0,0,0,1,1,0,0
2170,Male,NC_OBC,95.4,93.2,90.0,Engineer,97.8,0,0,0,1,1,1,0,1,0,1,0,1,0
2171,Male,NC_OBC,95.0,91.4,68.0,Engineer,94.48,6,0,0,0,0,0,0,0,0,1,0,1,1
2172,Male,General,85.6,90.0,81.2,Engineer,98.83,3,0,0,0,0,0,0,0,0,0,0,0,0
2173,Male,General,90.2,73.9,61.4,Engineer,96.29,12,0,0,0,0,0,0,0,0,0,0,0,0
2174,Female,General,93.3,74.3,57.6,Engineer,78.67,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,Female,General,95.2,92.2,88.6,Non-Engineer,96.84,36,0,0,0,0,0,0,1,0,1,1,0,0
2176,Male,General,97.0,92.0,84.9,Engineer,98.5,0,0,0,0,0,0,0,1,0,0,0,0,0
2177,Male,SC,92.0,68.8,80.0,Engineer,88.18,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,Female,General,95.3,93.9,87.7,Engineer,99.24,30,0,0,1,1,1,0,1,0,1,0,1,0
2179,Male,SC,88.4,70.0,66.2,Engineer,83.19,7,0,0,0,0,0,0,0,0,0,0,1,0
2180,Female,General,92.0,90.8,90.1,Engineer,94.56,18,0,0,0,0,0,0,0,0,0,0,0,0
2181,Male,General,92.0,92.0,76.0,Engineer,95.31,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,Male,SC,87.0,64.0,60.0,Engineer,57.15,24,0,0,0,0,0,0,0,0,0,0,0,0
2183,Male,General,94.0,86.3,75.3,Engineer,99.24,12,0,0,0,0,0,0,1,0,0,0,0,0
2184,Female,General,95.8,95.0,82.3,Engineer,93.94,24,0,0,0,0,0,0,0,0,1,0,0,0
2185,Male,General,89.4,78.3,75.0,Engineer,95.73,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,Male,General,76.0,88.2,79.0,Non-Engineer,88.52,40,0,0,0,0,0,0,0,0,0,0,0,0
2187,Male,General,98.3,96.1,78.8,Non-Engineer,99.26,24,1,0,1,1,0,0,0,0,1,0,1,1
2188,Male,General,86.2,82.5,85.1,Non-Engineer,98.12,0,1,0,1,0,0,0,0,0,0,0,0,0
2189,Male,General,76.2,70.2,67.7,Engineer,93.78,15,0,0,0,0,0,0,0,0,0,0,0,0
2190,Female,General,97.0,96.0,89.3,Non-Engineer,95.49,0,0,0,0,0,0,0,1,0,0,0,0,0
2191,Male,General,95.0,86.5,86.5,Engineer,99.74,12,0,0,1,1,1,1,1,1,0,0,1,1
2192,Female,General,91.0,76.9,90.1,Engineer,75.49,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,Male,General,81.5,65.2,69.2,Non-Engineer,92.31,17,0,0,0,0,0,0,0,0,0,0,0,0
2194,Female,General,90.2,86.6,95.0,Non-Engineer,95.13,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,Male,General,93.0,88.0,79.8,Engineer,99.1,3,0,0,1,1,0,0,1,0,0,0,0,0
2196,Male,EWS,98.3,98.5,81.4,Engineer,96.9,0,0,0,0,0,0,0,0,0,1,1,0,0
2197,Female,General,93.5,91.1,79.0,Non-Engineer,96,14,0,0,0,0,0,0,0,0,1,0,0,0
2198,Male,General,93.0,96.0,61.0,Non-Engineer,98.08,36,1,0,0,0,0,0,0,0,0,0,0,0
2199,Male,General,88.2,71.4,77.3,Non-Engineer,94.92,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,Male,General,93.3,95.7,81.9,Engineer,99.06,10,0,0,1,1,0,0,1,1,0,0,1,1
