sr_no,gender,category,grade_10,grade_12,graduation_score,graduation_type,admission_test_score,work_exp_months,shortlist_uni_1,admit_uni_1,shortlist_uni_2,admit_uni_2,shortlist_uni_3,admit_uni_3,shortlist_uni_4,admit_uni_4,shortlist_uni_5,admit_uni_5,shortlist_uni_6,admit_uni_6
1100,Female,General,92.2,91.7,91.8,Non-Engineer,95.94,0,0,0,0,0,0,0,1,0,0,0,1,0
1101,Male,NC_OBC,95.0,83.6,53.4,Engineer,96.13,1,0,0,0,0,0,0,1,0,0,0,0,0
1102,Male,General,95.0,97.2,73.4,Engineer,99.55,13,0,0,0,0,0,0,0,0,0,0,0,0
1103,Male,NC_OBC,91.2,81.4,73.7,Engineer,83.46,22,0,0,0,0,0,0,0,0,0,0,0,0
1104,Male,EWS,95.0,89.8,85.1,Engineer,95.35,25,0,0,1,0,0,0,1,1,1,0,1,0
1105,Male,General,98.4,96.2,89.5,Engineer,99.11,10,0,0,0,0,0,0,0,0,0,0,0,0
1106,Male,SC,95.0,93.0,76.3,Engineer,96.04,26,1,1,1,1,1,1,1,1,1,1,1,1
1107,Male,NC_OBC,95.4,96.5,86.9,Engineer,95.82,24,1,1,1,1,0,0,0,0,1,1,0,0
1108,Female,SC,79.2,76.6,64.0,Non-Engineer,75.92,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,Female,EWS,98.9,85.4,72.4,Engineer,99.65,23,0,0,1,0,1,0,1,0,0,0,1,0
1110,Male,General,93.2,97.6,79.7,Non-Engineer,90.43,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Male,General,95.0,89.6,74.7,Engineer,99.19,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,Male,General,95.0,88.0,75.0,Engineer,93.01,24,0,0,0,0,0,0,0,0,0,0,0,0
1113,Male,NC_OBC,98.0,97.8,73.8,Engineer,97.77,25,0,0,0,0,1,1,0,0,1,0,0,0
1114,Male,General,87.8,86.3,80.1,Engineer,92,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,Male,NC_OBC,95.0,90.7,85.8,Engineer,99.99,0,1,1,1,1,1,1,1,0,1,1,1,1
1116,Male,NC_OBC,92.8,95.0,90.4,Engineer,96.35,0,1,1,1,1,0,0,1,1,0,0,1,1
1117,Male,General,95.0,88.4,86.1,Engineer,98.68,7,0,0,0,0,0,0,0,0,0,0,0,0
1118,Male,General,93.4,92.3,76.9,Engineer,98.59,13,0,0,0,0,0,0,0,0,0,0,0,0
1119,Male,General,95.0,82.2,78.0,Non-Engineer,96.39,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,Male,SC,96.8,95.9,82.3,Engineer,87.65,23,1,1,1,1,0,0,1,1,1,0,0,0
1121,Female,General,73.5,67.1,78.2,Engineer,39.02,13,0,0,0,0,0,0,0,0,0,0,0,0
1122,Male,SC,91.8,88.6,82.7,Engineer,83.41,32,0,0,1,0,0,0,1,0,0,0,1,0
1123,Male,EWS,95.0,95.0,81.4,Engineer,99.33,15,0,0,1,1,0,0,0,0,1,0,0,0
1124,Male,General,95.0,94.0,81.0,Engineer,99.54,22,0,0,1,0,0,0,1,0,0,0,1,0
1125,Male,General,95.0,93.4,79.0,Engineer,95.01,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,Male,SC,89.4,83.1,68.7,Engineer,61.35,20,0,0,0,0,0,0,0,0,0,0,0,0
1127,Female,General,95.0,95.8,79.6,Engineer,94.29,13,0,0,0,0,0,0,1,1,0,0,0,0
1128,Male,General,95.0,90.0,91.1,Engineer,99.87,0,1,0,1,1,1,0,1,1,1,0,0,0
1129,Female,General,95.0,91.8,81.8,Engineer,98.89,0,0,0,0,0,1,0,1,1,1,0,0,0
1130,Female,General,94.3,88.2,79.5,Engineer,94.27,0,0,0,0,0,0,0,1,0,0,0,0,0
1131,Male,SC,87.9,84.0,74.9,Engineer,93.35,24,0,0,1,1,1,1,1,1,1,1,1,1
1132,Female,General,88.0,83.0,62.0,Non-Engineer,33.04,4,0,0,0,0,0,0,0,0,0,0,0,0
1133,Female,General,91.8,95.8,79.9,Non-Engineer,96.42,2,0,0,0,0,0,0,1,0,1,0,1,0
1134,Male,General,95.0,96.6,92.0,Engineer,99.54,0,0,0,0,0,0,0,1,0,0,0,1,0
1135,Female,General,92.7,95.0,78.6,Engineer,96.7,0,0,0,0,0,0,0,1,0,1,0,1,0
1136,Male,EWS,95.0,93.2,77.8,Engineer,97.72,26,0,0,1,0,0,0,0,0,0,0,0,0
1137,Male,General,91.2,91.8,78.7,Engineer,99.91,0,1,1,0,0,1,0,0,0,0,0,0,0
1138,Female,General,95.0,94.2,76.1,Engineer,99.96,0,1,0,0,0,1,0,1,0,1,0,0,0
1139,Male,General,95.0,94.8,90.9,Engineer,98.37,13,0,0,0,0,0,0,1,0,0,0,0,0
1140,Male,General,90.0,96.3,65.5,Engineer,99.05,26,0,0,0,0,0,0,0,0,0,0,0,0
1141,Male,General,95.4,95.3,91.1,Engineer,93.7,13,0,0,0,0,0,0,0,0,0,0,0,0
1142,Male,NC_OBC,94.4,91.6,80.7,Engineer,92.26,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,Female,NC_OBC,95.0,95.2,80.0,Engineer,94.12,11,0,0,1,1,0,0,0,0,0,0,0,0
1144,Male,General,95.0,94.0,86.0,Engineer,98.95,26,0,0,1,1,0,0,0,0,0,0,0,0
1145,Male,General,95.0,96.4,82.3,Engineer,88.55,25,0,0,0,0,0,0,0,0,0,0,0,0
1146,Female,General,85.5,93.4,87.3,Non-Engineer,96.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,Female,SC,94.6,94.4,81.0,Engineer,83.67,23,1,0,1,0,0,0,1,0,1,0,1,0
1148,Female,General,95.4,92.0,77.2,Engineer,91.9,14,0,0,0,0,0,0,1,0,1,0,0,0
1149,Male,General,95.0,92.8,81.1,Engineer,97.83,13,0,0,0,0,0,0,0,0,0,0,0,0
1150,Male,General,93.1,89.0,76.6,Engineer,94.12,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,Male,General,95.0,92.3,89.0,Engineer,95.47,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,Female,SC,94.6,93.7,76.0,Engineer,80.16,13,0,0,1,0,0,0,0,0,0,0,0,0
1153,Male,General,66.6,61.8,63.4,Non-Engineer,80.22,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,Male,General,83.0,84.8,65.0,Non-Engineer,78.78,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,Male,General,82.4,80.9,53.1,Engineer,71.19,16,0,0,0,0,0,0,0,0,0,0,0,0
1156,Male,General,90.4,83.4,70.5,Non-Engineer,98.15,26,0,0,0,0,0,0,0,0,1,0,1,1
1157,Male,General,95.0,97.2,91.9,Engineer,99.26,13,0,0,1,0,0,0,1,0,0,0,0,0
1158,Male,SC,81.7,92.4,82.8,Engineer,90.24,10,0,0,0,0,1,0,1,0,1,1,0,0
1159,Male,General,90.0,89.3,84.6,Engineer,96.52,31,0,0,0,0,0,0,0,0,0,0,0,0
1160,Male,General,95.0,79.4,81.1,Engineer,99.88,0,0,0,0,0,1,0,0,0,0,0,0,0
1161,Female,General,83.7,86.8,82.7,Engineer,94.89,47,0,0,0,0,0,0,0,0,0,0,0,0
1162,Female,General,95.1,88.4,87.8,Engineer,96.84,22,0,0,0,0,0,0,1,0,1,0,0,0
1163,Male,General,91.2,89.8,75.0,Engineer,93.86,13,0,0,0,0,0,0,0,0,0,0,0,0
1164,Male,General,93.2,84.8,74.8,Engineer,99.95,20,1,0,1,0,1,0,1,0,0,0,1,0
1165,Male,General,93.4,86.8,69.1,Engineer,81.87,24,0,0,0,0,0,0,0,0,0,0,0,0
1166,Female,General,81.6,71.4,56.0,Non-Engineer,41.86,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,Male,General,90.3,95.0,76.7,Engineer,97.95,24,0,0,0,0,0,0,0,0,0,0,1,0
1168,Male,General,83.6,79.4,77.0,Engineer,90.25,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,Male,General,89.1,90.0,79.9,Engineer,98.52,26,0,0,0,0,0,0,0,0,0,0,0,0
1170,Male,NC_OBC,91.3,79.5,82.3,Engineer,99.02,0,0,0,0,0,1,0,1,1,1,0,1,1
1171,Male,EWS,91.0,88.6,76.4,Engineer,99.18,0,0,0,1,0,1,0,1,0,1,0,1,0
1172,Female,General,100.0,94.6,75.6,Non-Engineer,93.35,22,0,0,0,0,0,0,0,0,1,0,0,0
1173,Male,SC,80.8,79.8,53.9,Engineer,95.01,0,0,0,1,0,0,0,0,0,0,0,1,0
1174,Male,General,92.5,93.1,87.7,Engineer,99.73,25,1,1,1,0,0,0,1,0,0,0,0,0
1175,Male,General,96.8,85.7,100.0,Engineer,99.98,35,1,0,0,0,0,0,0,0,0,0,0,0
1176,Female,General,81.7,84.7,89.0,Engineer,93.63,25,0,0,0,0,0,0,0,0,0,0,0,0
1177,Male,General,87.0,86.8,73.7,Engineer,92.58,4,0,0,0,0,0,0,0,0,0,0,0,0
1178,Male,General,89.3,94.9,88.4,Engineer,93.41,7,0,0,0,0,0,0,0,0,0,0,0,0
1179,Male,General,93.1,86.2,70.7,Non-Engineer,96.87,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,Male,General,93.1,91.2,82.1,Engineer,98.68,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,Male,General,87.2,77.1,61.2,Non-Engineer,76.39,13,0,0,0,0,0,0,0,0,0,0,0,0
1182,Female,EWS,86.3,74.9,73.6,Non-Engineer,79.61,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,Male,General,78.0,78.0,70.0,Engineer,99.68,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,Male,ST,95.0,92.7,75.9,Engineer,64.78,12,0,0,0,0,0,0,1,1,0,0,0,0
1185,Male,NC_OBC,95.0,95.2,84.0,Non-Engineer,96.63,0,0,0,1,0,0,0,0,0,0,0,1,1
1186,Male,General,95.0,92.4,72.1,Engineer,99.72,0,0,0,0,0,0,0,1,0,0,0,0,0
1187,Female,NC_OBC,95.0,88.0,68.4,Engineer,81.89,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,Female,General,95.0,95.2,76.9,Non-Engineer,99.21,0,0,0,0,0,1,0,1,0,1,0,0,0
1189,Male,General,90.8,83.2,71.8,Engineer,98.84,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,Female,General,95.0,92.6,87.2,Engineer,95.75,28,0,0,0,0,0,0,0,0,0,0,0,0
1191,Male,SC,83.6,91.0,79.0,Non-Engineer,88.71,0,0,0,0,0,1,1,0,0,0,0,0,0
1192,Female,General,89.7,93.4,79.7,Engineer,97.36,67,0,0,0,0,0,0,0,0,1,0,1,0
1193,Female,General,95.0,89.4,90.3,Engineer,52.9,24,0,0,0,0,0,0,0,0,0,0,0,0
1194,Female,General,78.9,85.5,63.0,Non-Engineer,45.35,20,0,0,0,0,0,0,0,0,0,0,0,0
1195,Male,General,100.0,97.4,60.6,Non-Engineer,95.78,9,1,0,0,0,0,0,0,0,0,0,0,0
1196,Male,General,85.5,75.3,76.8,Engineer,99.58,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,Male,General,95.0,97.6,70.0,Non-Engineer,99.78,14,0,0,0,0,1,1,0,0,0,0,1,1
1198,Female,General,92.0,87.5,80.1,Engineer,91.9,25,0,0,0,0,0,0,0,0,1,1,0,0
1199,Male,General,100.0,98.4,76.2,Engineer,99.93,0,1,1,0,0,1,1,0,0,1,0,1,0
1200,Female,General,90.2,90.8,89.3,Non-Engineer,96.22,0,0,0,0,0,0,0,1,1,0,0,1,1
1201,Male,General,95.0,94.2,94.6,Engineer,99.75,13,1,1,1,1,1,0,0,0,0,0,0,0
1202,Male,General,95.0,91.4,53.0,Engineer,97.33,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Male,General,95.0,96.4,86.8,Engineer,99.27,25,0,0,1,1,0,0,1,0,0,0,1,1
1204,Female,General,85.5,93.0,80.5,Non-Engineer,93.67,0,0,0,0,0,0,0,1,1,0,0,0,0
1205,Male,General,83.6,85.8,68.4,Non-Engineer,96.72,0,1,0,0,0,0,0,0,0,0,0,1,0
1206,Female,General,92.5,80.8,88.7,Engineer,71.81,12,0,0,0,0,0,0,0,0,0,0,0,0
1207,Male,ST,89.3,79.6,65.7,Engineer,41.16,8,0,0,0,0,0,0,0,0,0,0,0,0
1208,Female,ST,88.2,75.0,69.0,Engineer,69.85,0,0,0,1,0,1,0,1,0,1,0,1,0
1209,Male,General,95.0,91.2,87.7,Engineer,99.7,24,1,0,1,0,0,0,1,0,0,0,1,0
1210,Male,General,94.7,85.1,72.9,Engineer,79.43,38,0,0,0,0,0,0,0,0,0,0,0,0
1211,Male,General,85.3,83.2,72.8,Engineer,96.6,25,0,0,0,0,0,0,0,0,0,0,0,0
1212,Male,General,95.0,93.6,87.6,Non-Engineer,96.62,13,1,0,1,1,0,0,0,0,1,1,0,0
1213,Male,General,95.0,94.4,86.7,Engineer,98.69,12,0,0,0,0,0,0,0,0,0,0,0,0
1214,Male,General,93.0,94.8,83.2,Engineer,99.94,13,1,0,1,0,0,0,1,0,1,0,1,0
1215,Male,EWS,85.8,74.3,72.4,Engineer,96.79,11,0,0,0,0,0,0,0,0,1,0,1,0
1216,Male,NC_OBC,95.2,90.2,84.8,Engineer,94.35,14,0,0,0,0,0,0,0,0,1,1,0,0
1217,Male,General,97.8,92.9,82.6,Engineer,99.63,13,0,0,1,1,0,0,1,0,1,0,0,0
1218,Male,General,93.1,75.5,70.3,Engineer,85.25,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Male,NC_OBC,94.8,90.3,75.9,Engineer,92.73,13,0,0,0,0,0,0,1,0,0,0,0,0
1220,Female,General,97.5,94.0,76.1,Non-Engineer,95.42,0,0,0,0,0,0,0,0,0,1,0,0,0
1221,Male,General,96.0,93.0,77.0,Engineer,96.07,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,Male,NC_OBC,89.7,94.2,83.4,Engineer,94.79,13,0,0,0,0,0,0,1,1,1,1,1,1
1223,Male,General,96.9,95.0,83.4,Engineer,99.89,22,1,0,0,0,0,0,0,0,0,0,0,0
1224,Male,General,88.3,85.8,68.6,Non-Engineer,86.24,0,0,0,0,0,0,0,0,0,1,0,0,0
1225,Male,General,75.8,70.0,65.0,Engineer,71.3,26,0,0,0,0,0,0,0,0,0,0,0,0
1226,Male,General,91.8,90.2,65.9,Engineer,99.44,25,0,0,0,0,0,0,0,0,0,0,0,0
1227,Male,General,93.3,81.6,85.6,Engineer,98.88,35,0,0,0,0,0,0,0,0,1,1,1,1
1228,Male,General,85.5,88.0,74.4,Engineer,97.97,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,Male,NC_OBC,97.0,95.2,74.4,Engineer,88.64,13,0,0,0,0,0,0,1,0,0,0,0,0
1230,Male,General,93.1,89.0,69.5,Engineer,95.31,0,0,0,0,0,0,0,1,0,0,0,0,0
1231,Male,NC_OBC,89.6,93.5,85.9,Engineer,92.9,25,0,0,0,0,0,0,0,0,0,0,1,0
1232,Female,NC_OBC,80.0,90.1,63.3,Non-Engineer,84.84,16,0,0,0,0,0,0,0,0,1,0,0,0
1233,Male,SC,75.3,70.3,65.0,Non-Engineer,87.59,0,0,0,0,0,0,0,0,0,1,0,1,1
1234,Male,EWS,93.2,92.6,83.6,Engineer,98.82,13,0,0,1,0,0,0,0,0,1,0,1,0
1235,Female,General,89.3,91.5,86.1,Non-Engineer,87.21,3,0,0,0,0,0,0,0,0,0,0,0,0
1236,Male,General,95.0,75.2,98.1,Engineer,98.8,13,0,0,0,0,0,0,0,0,0,0,0,0
1237,Female,General,90.3,88.8,80.2,Engineer,91.72,31,0,0,0,0,0,0,0,0,1,0,0,0
1238,Male,General,80.0,80.0,80.0,Engineer,99.05,18,0,0,0,0,0,0,1,0,0,0,0,0
1239,Male,General,93.2,94.7,80.4,Engineer,98.88,4,0,0,0,0,0,0,0,0,0,0,0,0
1240,Male,NC_OBC,95.0,93.1,82.7,Engineer,94.31,12,0,0,0,0,0,0,0,0,1,0,0,0
1241,Male,General,91.6,66.2,69.1,Engineer,87.57,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,Male,General,95.0,93.0,83.0,Engineer,99.8,18,1,0,1,0,0,0,1,0,0,0,0,0
1243,Male,General,89.3,95.8,85.3,Engineer,99.44,13,0,0,0,0,0,0,0,0,0,0,0,0
1244,Male,NC_OBC,83.6,79.5,72.4,Engineer,95.83,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,Male,NC_OBC,79.8,86.0,63.6,Engineer,74.7,10,0,0,0,0,0,0,0,0,0,0,0,0
1246,Male,SC,87.4,70.3,55.9,Engineer,84.24,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,Male,General,93.1,86.8,63.2,Engineer,96.96,13,0,0,0,0,0,0,0,0,0,0,0,0
1248,Male,NC_OBC,91.4,88.3,90.3,Engineer,99.32,13,1,0,1,1,1,1,0,0,1,1,0,0
1249,Male,NC_OBC,81.6,85.2,90.1,Engineer,97.63,25,1,0,1,0,1,0,0,0,1,0,0,0
1250,Female,General,92.2,97.7,91.8,Engineer,99.8,12,1,1,1,0,1,1,1,0,1,1,1,1
1251,Male,General,95.0,93.8,89.2,Engineer,98.66,24,0,0,1,0,0,0,0,0,0,0,0,0
1252,Female,General,94.7,89.4,73.0,Engineer,95.09,13,0,0,0,0,0,0,0,0,1,0,0,0
1253,Male,General,93.1,92.0,82.7,Engineer,91.52,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,Female,General,87.4,93.4,73.2,Non-Engineer,85.64,12,0,0,0,0,0,0,0,0,0,0,0,0
1255,Female,General,89.3,93.6,76.8,Non-Engineer,96.28,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,Female,General,95.7,96.0,87.0,Engineer,99.15,26,0,0,1,1,1,1,1,1,0,0,1,1
1257,Male,General,76.0,60.3,57.2,Engineer,89.06,26,0,0,0,0,0,0,0,0,0,0,0,0
1258,Male,General,79.8,83.8,72.8,Engineer,96.8,23,0,0,0,0,0,0,0,0,0,0,0,0
1259,Male,General,87.4,80.2,68.0,Engineer,99.59,14,0,0,0,0,0,0,0,0,0,0,0,0
1260,Male,General,84.5,77.6,76.5,Non-Engineer,97.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,Female,General,95.0,91.6,76.1,Engineer,98.39,13,0,0,0,0,0,0,1,0,0,0,0,0
1262,Male,General,80.4,59.2,67.7,Non-Engineer,95.12,32,0,0,1,0,0,0,0,0,0,0,0,0
1263,Male,NC_OBC,97.4,94.8,79.3,Engineer,93.6,25,0,0,1,1,0,0,1,0,1,1,0,0
1264,Male,General,95.0,93.4,78.6,Engineer,93.85,17,0,0,0,0,0,0,0,0,0,0,0,0
1265,Female,General,95.0,76.9,80.2,Non-Engineer,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Male,NC_OBC,85.5,89.0,67.0,Non-Engineer,95.01,0,0,0,0,0,0,0,1,0,1,0,0,0
1267,Female,NC_OBC,98.3,97.0,63.2,Engineer,76.25,24,0,0,0,0,0,0,0,0,1,0,0,0
1268,Male,General,92.0,91.1,81.3,Engineer,99.88,0,1,0,1,1,1,0,1,1,1,0,1,1
1269,Male,EWS,98.0,98.2,76.9,Engineer,99.89,0,1,0,0,0,0,0,0,0,1,1,0,0
1270,Male,NC_OBC,96.0,90.0,80.0,Engineer,90.19,13,0,0,0,0,0,0,0,0,0,0,0,0
1271,Female,General,95.0,97.0,75.0,Engineer,97.82,12,0,0,0,0,0,0,0,0,1,1,0,0
1272,Male,EWS,95.0,84.2,84.5,Engineer,99.85,0,1,0,1,0,1,0,1,0,1,0,0,0
1273,Male,NC_OBC,93.1,92.2,79.8,Engineer,98.24,78,0,0,0,0,0,0,0,0,0,0,0,0
1274,Female,General,93.1,92.0,82.9,Non-Engineer,86.99,26,0,0,0,0,0,0,0,0,0,0,0,0
1275,Male,General,82.3,86.4,86.0,Engineer,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,Male,ST,76.0,76.0,55.0,Engineer,87.83,0,0,0,0,0,1,0,0,0,0,0,1,0
1277,Male,General,76.0,54.4,63.8,Non-Engineer,94.93,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,Male,General,79.8,83.7,78.6,Non-Engineer,88.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,Female,SC,88.0,84.0,65.0,Engineer,75.5,0,0,0,0,0,0,0,1,0,1,1,0,0
1280,Male,General,87.8,85.8,80.8,Engineer,99.92,24,1,0,1,0,1,0,1,0,1,0,1,0
1281,Female,General,89.0,88.0,70.0,Engineer,94.29,12,0,0,0,0,0,0,0,0,0,0,0,0
1282,Male,General,93.1,94.8,73.6,Engineer,99.55,13,0,0,0,0,0,0,0,0,0,0,1,0
1283,Female,General,81.6,81.0,57.1,Non-Engineer,97.85,9,0,0,0,0,0,0,0,0,0,0,0,0
1284,Female,ST,94.2,80.8,68.1,Engineer,69.4,0,0,0,0,0,0,0,1,1,1,1,0,0
1285,Female,General,76.0,94.6,68.2,Non-Engineer,85.13,12,0,0,0,0,0,0,0,0,0,0,0,0
1286,Female,General,68.4,90.4,73.2,Non-Engineer,91.94,47,0,0,0,0,0,0,0,0,0,0,1,0
1287,Male,General,90.3,91.8,78.6,Engineer,99.68,0,0,0,0,0,1,0,0,0,0,0,1,1
1288,Male,General,95.0,96.2,70.1,Non-Engineer,93.04,28,0,0,0,0,0,0,0,0,0,0,0,0
1289,Female,General,88.2,87.4,71.0,Non-Engineer,93.83,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,Female,General,87.4,90.4,79.3,Non-Engineer,96.07,0,0,0,0,0,0,0,0,0,0,0,1,0
1291,Male,General,94.5,92.8,94.3,Engineer,99.24,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Male,NC_OBC,95.0,93.0,76.6,Engineer,94.84,12,0,0,1,0,1,0,1,1,1,1,1,0
1293,Female,General,95.0,78.6,75.1,Non-Engineer,97.29,13,0,0,0,0,0,0,0,0,0,0,0,0
1294,Female,NC_OBC,95.6,91.4,72.3,Non-Engineer,90.74,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,Male,General,95.0,95.0,91.0,Engineer,99.4,18,0,0,1,0,0,0,0,0,0,0,1,1
1296,Female,General,90.3,92.2,74.0,Non-Engineer,78.29,24,0,0,0,0,0,0,0,0,0,0,0,0
1297,Male,EWS,97.1,89.8,76.5,Engineer,87.62,25,0,0,0,0,0,0,0,0,0,0,1,0
1298,Male,General,93.1,97.0,92.4,Engineer,95.33,24,0,0,0,0,0,0,0,0,0,0,0,0
1299,Male,General,84.5,73.4,76.5,Engineer,95.74,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,Male,General,90.0,86.0,73.0,Engineer,91.92,2,0,0,0,0,0,0,0,0,0,0,0,0
1301,Male,General,95.0,96.0,81.6,Engineer,98.41,14,0,0,0,0,0,0,1,1,0,0,0,0
1302,Male,General,89.5,85.2,88.4,Engineer,95.17,13,0,0,0,0,0,0,0,0,0,0,0,0
1303,Male,General,95.0,97.0,72.4,Engineer,99.52,21,0,0,0,0,0,0,1,0,0,0,1,0
1304,Female,NC_OBC,84.8,85.2,72.7,Engineer,90.88,26,0,0,0,0,0,0,0,0,0,0,0,0
1305,Male,General,93.3,71.7,75.5,Non-Engineer,99.6,0,0,0,0,0,0,0,0,0,1,1,0,0
1306,Male,General,97.3,94.8,78.0,Non-Engineer,99.58,0,0,0,0,0,0,0,0,0,0,0,1,0
1307,Male,General,95.8,92.3,84.3,Engineer,99.96,0,1,0,1,1,1,1,1,1,1,1,0,0
1308,Male,NC_OBC,100.0,99.6,68.6,Engineer,90.77,24,0,0,0,0,0,0,1,0,1,1,1,0
1309,Female,General,90.0,97.4,92.0,Non-Engineer,94.88,24,0,0,1,0,0,0,0,0,1,1,0,0
1310,Male,General,88.3,92.0,80.7,Non-Engineer,99.89,0,0,0,0,0,0,0,1,1,1,1,0,0
1311,Male,General,91.2,88.8,82.5,Engineer,99.48,13,0,0,0,0,0,0,0,0,0,0,0,0
1312,Male,SC,81.0,74.5,67.8,Engineer,88.86,48,0,0,0,0,0,0,0,0,0,0,1,0
1313,Male,General,89.3,85.6,77.8,Engineer,88.61,10,0,0,0,0,0,0,0,0,0,0,0,0
1314,Female,General,94.3,91.5,91.5,Non-Engineer,98.89,0,0,0,1,0,1,1,1,1,1,0,1,0
1315,Male,General,100.0,88.0,70.2,Engineer,94.93,25,0,0,0,0,0,0,0,0,0,0,0,0
1316,Female,General,91.2,82.7,88.6,Engineer,96.07,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Male,General,95.0,93.0,80.0,Engineer,99.71,0,0,0,0,0,1,0,1,0,0,0,1,0
1318,Male,General,94.3,90.3,86.7,Engineer,98.41,0,0,0,0,0,0,0,1,0,0,0,0,0
1319,Male,General,89.3,92.6,78.5,Engineer,92.99,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,Male,General,89.0,90.2,76.1,Non-Engineer,99.43,21,1,1,0,0,0,0,0,0,0,0,0,0
1321,Male,EWS,93.1,92.2,65.7,Engineer,99.98,0,1,1,1,1,1,1,1,1,1,1,1,1
1322,Male,General,95.0,94.2,90.2,Engineer,96.49,7,0,0,0,0,0,0,0,0,0,0,0,0
1323,Male,General,96.2,81.4,88.1,Engineer,98.58,0,0,0,1,0,0,0,1,1,0,0,1,1
1324,Male,General,78.8,68.6,61.0,Engineer,77.31,48,0,0,0,0,0,0,0,0,0,0,0,0
1325,Female,General,88.6,90.2,73.0,Engineer,95.18,13,0,0,0,0,0,0,0,0,1,0,0,0
1326,Male,General,95.0,94.6,93.3,Engineer,97.09,1,0,0,0,0,0,0,1,1,0,0,0,0
1327,Female,General,91.2,78.2,68.9,Engineer,88.85,24,0,0,0,0,0,0,0,0,0,0,0,0
1328,Male,General,91.2,89.7,85.1,Engineer,93.59,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Male,General,95.0,96.0,79.4,Engineer,97.27,25,0,0,0,0,0,0,1,0,1,0,1,0
1330,Male,General,95.0,93.0,86.0,Engineer,99.95,27,1,1,1,1,1,1,1,1,1,1,1,1
1331,Female,General,93.9,92.4,76.0,Engineer,98.06,21,0,0,0,0,0,0,0,0,1,0,0,0
1332,Male,General,93.1,90.4,66.2,Engineer,84.83,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,Female,General,94.3,91.4,89.5,Engineer,99.2,0,0,0,0,0,1,0,1,1,0,0,0,0
1334,Male,EWS,94.6,92.8,69.1,Engineer,96.3,24,0,0,1,0,0,0,0,0,1,0,1,1
1335,Male,NC_OBC,85.7,82.2,74.0,Engineer,93.32,19,0,0,0,0,0,0,0,0,0,0,0,0
1336,Female,General,91.2,93.6,74.2,Engineer,98.99,13,0,0,0,0,0,0,0,0,0,0,0,0
1337,Male,General,93.1,94.5,81.5,Non-Engineer,97.96,3,0,0,0,0,0,0,1,0,1,1,0,0
1338,Male,General,80.0,87.2,55.2,Non-Engineer,92.01,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,Male,General,83.6,91.0,58.3,Non-Engineer,83.32,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,Female,SC,89.1,93.2,63.7,Non-Engineer,86.16,0,0,0,0,0,0,0,1,0,1,1,1,1
1341,Male,General,95.0,89.8,66.6,Non-Engineer,74.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Male,General,90.3,90.8,75.4,Engineer,100,0,1,0,1,0,1,0,1,0,1,0,1,0
1343,Female,General,95.0,90.2,74.5,Engineer,95.33,13,0,0,0,0,0,0,1,0,0,0,0,0
